entity_name,entity_type,latitude,longitude,properties
Arroyo La Hacienda,rio,21.9311845,-102.2979124,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9320597,-102.2969806,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9296331,-102.3187902,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9298849,-102.3075744,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Al Saucillo,rio,22.2394309,-102.3480563,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Zacalazuchitl,rio,22.1360019,-102.3991774,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
El Jocoqui,rio,22.1277818,-102.3690914,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Los Chileros,rio,22.1103927,-102.3207152,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.0907499,-102.2813891,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Presa de San Blas,rio,22.1821598,-102.3521718,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Miguel Hidalgo (Construcción),rio,22.2271167,-102.3234271,"{""tipo"":""lake"",""estacional"":false,""navegable"":false}"
Arroyo del Cedazo,rio,21.8725108,-102.2454868,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo del Cedazo,rio,21.8710139,-102.2495617,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Presa Seca,rio,22.2299037,-102.3323368,"{""tipo"":""water"",""estacional"":false,""navegable"":false}"
La hacienda tunel,rio,22.1804293,-102.3408508,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Arroyo del molino,rio,21.9487069,-102.2553128,"{""tipo"":""water"",""estacional"":false,""navegable"":false}"
Arroyo del Molino,rio,21.9415094,-102.2765952,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Laguito del puerto,rio,21.9576183,-102.2700531,"{""tipo"":""pond"",""estacional"":true,""navegable"":false}"
Presa del Copetillo,rio,22.1449317,-102.0038712,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Arroyo de la Presa,rio,21.9087701,-102.2554483,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo de la Presa,rio,21.9092537,-102.2525666,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
El Tiznado,rio,22.1383982,-102.4890181,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
50 Aniversario,rio,22.1974319,-102.4714712,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
50 Aniversario,rio,22.1813737,-102.4611542,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.3693984,-102.307879,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.2472104,-102.2499247,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,22.2920361,-102.2418286,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
El Saucillo,rio,22.2436011,-102.2977102,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
El Cedazo,rio,21.869317,-102.298803,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
La Hacienda,rio,21.9097329,-102.3295621,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
La Hacienda,rio,21.9081444,-102.3292316,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
La Hacienda,rio,21.913758,-102.335547,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
La Hacienda,rio,21.8999873,-102.3276487,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Arroyo de la Presa,rio,21.9085627,-102.2583513,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo de la Presa,rio,21.9086676,-102.2567068,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Morcinique,rio,21.8775415,-102.3483635,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Morcinique,rio,21.9016852,-102.3694208,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,21.9684308,-102.3222693,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río San Pedro,rio,21.9776562,-102.3265348,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río Chicalote,rio,21.9805911,-102.2921046,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Río Chicalote,rio,21.9829458,-102.2905454,"{""tipo"":""river"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9267826,-102.28615,"{""tipo"":""stream"",""estacional"":false,""navegable"":false}"
Arroyo La Hacienda,rio,21.9259962,-102.2809476,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Las Grullas,rio,21.8671589,-102.1471129,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
El Llavero,rio,22.0634934,-102.0993475,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Laguna Bardeada,rio,21.9766107,-102.0135522,"{""tipo"":""basin"",""estacional"":true,""navegable"":false}"
Arroyo San Lorenzo,rio,21.9607323,-102.35801,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Arroyo San Lorenzo,rio,21.9613981,-102.351988,"{""tipo"":""stream"",""estacional"":true,""navegable"":false}"
Lago 1 UTNA,rio,22.2238851,-102.2806465,"{""tipo"":""pond"",""estacional"":false,""navegable"":false}"
Plutarco Elías Calles,rio,22.1469141,-102.4427381,"{""tipo"":""reservoir"",""estacional"":false,""navegable"":false}"
Lago de la Isla San Marcos,rio,21.8619055,-102.321033,"{""tipo"":""lake"",""estacional"":false,""navegable"":false}"
Instituto Tecnologico de Aguascalientes,punto,21.876497,-102.2614507,"{""tipo"":""educativo""}"
Colegio Portugal,punto,21.8783085,-102.3029421,"{""tipo"":""educativo""}"
Plaza Margaritas,punto,21.9966924,-102.2927461,"{""tipo"":""recreativo""}"
Benito Tovar Aparicio,punto,22.265,-102.253056,"{""tipo"":""educativo""}"
Cuatro de Abril,punto,22.145,-102.353333,"{""tipo"":""educativo""}"
"Instituto Aguascalientes, A. C.",punto,21.8810504,-102.3140877,"{""tipo"":""educativo""}"
Francisca Loera,punto,22.316389,-102.218611,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.911944,-102.103611,"{""tipo"":""educativo""}"
Congreso de Anahuac,punto,21.869746,-102.306164,"{""tipo"":""educativo""}"
Bachillerato Nuevo Milenio,punto,22.145919,-102.278615,"{""tipo"":""educativo""}"
Moctezuma,punto,21.858263,-102.249673,"{""tipo"":""educativo""}"
Monumento al encierro,punto,21.8767832,-102.3014635,"{""tipo"":""historico""}"
Leyes de Reforma,punto,21.902988,-102.285436,"{""tipo"":""educativo""}"
"Etv, 167, Pedro Parga",punto,22.165,-102.103611,"{""tipo"":""educativo""}"
Primaria Macuilxochitzin,punto,21.9695466,-102.3581757,"{""tipo"":""educativo""}"
Parque El Señor del Tepozan,punto,22.2296797,-102.1051237,"{""tipo"":""recreativo""}"
camellon Verde,punto,22.1493047,-102.2786567,"{""tipo"":""recreativo""}"
"Secundaria Tecnica, 14",punto,22.227309,-102.246304,"{""tipo"":""educativo""}"
Educacion Media Superior a Distancia (Emsad) San Rafael de OCAMpo,punto,22.110278,-102.010556,"{""tipo"":""educativo""}"
Parque El Dorado,punto,21.8606577,-102.3020985,"{""tipo"":""recreativo""}"
David Gutierrez Acosta,punto,22.223596,-102.3214454,"{""tipo"":""educativo""}"
Ford 84,punto,22.1414842,-102.2757376,"{""tipo"":""educativo""}"
Parque Monumento A Morelos,punto,21.8551071,-102.2596679,"{""tipo"":""recreativo""}"
Educacion Medio Superior a Distancia (Emsad) Pabellon de Hidalgo,punto,22.174548,-102.338039,"{""tipo"":""educativo""}"
Plaza Miguel Hidalgo,punto,21.8756516,-102.2961847,"{""tipo"":""recreativo""}"
Campo de Béisbol,punto,22.1451978,-102.2815906,"{""tipo"":""recreativo""}"
Netzahualcoyotl,punto,22.104722,-102.084444,"{""tipo"":""educativo""}"
Lic. Adolfo Lopez Mateos,punto,21.8791753,-102.2764815,"{""tipo"":""educativo""}"
Escuela Primaria Josefa Ortiz de Domínguez,punto,21.9600282,-102.3325072,"{""tipo"":""educativo""}"
Curso Comunitario,punto,22.018333,-102.227222,"{""tipo"":""educativo""}"
Parque Visitas del Zaus,punto,21.9516513,-102.341423,"{""tipo"":""recreativo""}"
Rosario Castellanos,punto,21.864665,-102.266896,"{""tipo"":""educativo""}"
Jose Maria Morelos Y Pavon,punto,21.861389,-102.208889,"{""tipo"":""educativo""}"
Guadalupe Victoria,punto,22.041667,-102.110833,"{""tipo"":""educativo""}"
Jardin Los Lirios,punto,22.0765163,-102.2753852,"{""tipo"":""recreativo""}"
Primero de Mayo,punto,21.915555,-102.251182,"{""tipo"":""educativo""}"
Tecnológico Universitario de Aguascalientes,punto,21.8969631,-102.2528071,"{""tipo"":""educativo""}"
Vicente Guerrero,punto,21.8913716,-102.3403343,"{""tipo"":""educativo""}"
Beatriz Alicia Gutierrez Romo,punto,22.2240411,-102.3280146,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.223919,-102.3219012,"{""tipo"":""recreativo""}"
"Colegio Lincoln, A.C.",punto,21.861353,-102.2950819,"{""tipo"":""educativo""}"
Canal,punto,21.903193,-102.3016432,"{""tipo"":""recreativo""}"
Centro de Capacitación Deportiva Infantil,punto,21.8836335,-102.2550697,"{""tipo"":""recreativo""}"
"Secundaria Tecnica, 32, Francisco Aguayo Mora",punto,21.859343,-102.253358,"{""tipo"":""educativo""}"
"Etv, 169, Isidro Arteaga",punto,22.187778,-102.190278,"{""tipo"":""educativo""}"
Dir. de Ciencias Humanisticas Y Sociales C. Universidad Galilea,punto,21.893976,-102.258721,"{""tipo"":""educativo""}"
Santa Cruz Pilares,punto,22.2314068,-102.3320605,"{""tipo"":""historico""}"
Josefa Ortiz de Domínguez,punto,22.214722,-102.051667,"{""tipo"":""educativo""}"
Instituto Victor Manuel Castelazo Muriel,punto,21.906282,-102.288365,"{""tipo"":""educativo""}"
"CENTRO DE BOX ""LA CHIQUITA GONZÁLEZ""",punto,21.8831049,-102.2916565,"{""tipo"":""recreativo""}"
Ford 84,punto,22.1418471,-102.2753513,"{""tipo"":""educativo""}"
Escuela Primaria Del Futbol,punto,21.8854355,-102.2778782,"{""tipo"":""educativo""}"
CBTIS 195,punto,21.885964,-102.264229,"{""tipo"":""educativo""}"
Primera Piedra del Instituto Tecnológico de Pabellón de Arteaga,punto,22.1615887,-102.2690195,"{""tipo"":""historico""}"
Parque Valle Real,punto,21.931185,-102.3122255,"{""tipo"":""recreativo""}"
Ex Hacienda Los Arquitos,punto,21.9255663,-102.3829938,"{""tipo"":""historico""}"
Colegio de Estudios Cientificos Y Tecnologicos Del Estado Palntel Ciudad Satelite Morelos,punto,21.861563,-102.253742,"{""tipo"":""educativo""}"
Secundaria Técnica 42 Dolores Castro Varela,punto,21.8950823,-102.2415916,"{""tipo"":""educativo"",""horario"":""Mo-Fr 07:00-20:00""}"
Jesus Aguilera Palomino,punto,21.913639,-102.255299,"{""tipo"":""educativo""}"
Foro del Lago,punto,21.8755771,-102.3045814,"{""tipo"":""cultural""}"
Mona de las Uvas,punto,22.1479215,-102.2749611,"{""tipo"":""recreativo""}"
Simbolos Patrios,punto,21.9389402,-102.2568606,"{""tipo"":""educativo""}"
Escuela primaria Enrique C. Rebsamen,punto,21.894755,-102.3082136,"{""tipo"":""educativo""}"
Jose Santos Valdes,punto,21.898661,-102.274717,"{""tipo"":""educativo""}"
Secundaria Comunitaria de CONAFE,punto,21.961389,-102.213333,"{""tipo"":""educativo""}"
"Colegio Tecnologico Alexander Hamilton, A.C.",punto,21.889658,-102.297471,"{""tipo"":""educativo""}"
"Etv, 140, Revolucion Mexicana",punto,21.9284796,-102.4924357,"{""tipo"":""educativo""}"
Busto Miguel Hidalgo y Costilla,punto,22.1491748,-102.2772644,"{""tipo"":""historico""}"
Emiliano Zapata,punto,22.162778,-102.094722,"{""tipo"":""educativo""}"
Parque Fátima,punto,21.9127749,-102.3062121,"{""tipo"":""recreativo""}"
La Palapa,punto,22.2429229,-102.3277315,"{""tipo"":""recreativo""}"
Agustin Melgar,punto,22.035278,-102.300278,"{""tipo"":""educativo""}"
Ignacio Zaragoza,punto,21.978333,-102.063611,"{""tipo"":""educativo""}"
Carlos Sagredo,punto,21.896915,-102.320707,"{""tipo"":""educativo""}"
Ex Hacienda Pichinque,punto,22.0179969,-102.4273961,"{""tipo"":""historico""}"
Benito Juarez,punto,22.245977,-102.335202,"{""tipo"":""educativo""}"
Primaria Ingeniero Jesús Ma Rodríguez,punto,21.8681944,-102.3129373,"{""tipo"":""educativo""}"
Jose Maria Morelos,punto,21.872684,-102.302461,"{""tipo"":""educativo""}"
Ex Hacienda San Lorenzo,punto,21.9568187,-102.3696127,"{""tipo"":""historico""}"
Parque de Usos Multiples,punto,22.0686837,-102.2631997,"{""tipo"":""recreativo""}"
Universidad la Concordia CAMpus Forum Internacional,punto,21.882323,-102.267517,"{""tipo"":""educativo""}"
Jesus Maria Romo Romo,punto,21.86549,-102.245693,"{""tipo"":""educativo""}"
area verde,punto,21.890614,-102.3146531,"{""tipo"":""recreativo""}"
Humberto Ramirez Diaz,punto,21.876219,-102.244736,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 41",punto,21.888755,-102.283926,"{""tipo"":""educativo""}"
Parque Independencia,punto,21.898997,-102.2963541,"{""tipo"":""recreativo"",""horario"":""sunrise-sunset""}"
Parque los Vallados,punto,22.2370354,-102.0942425,"{""tipo"":""recreativo""}"
Ing. Luis Ortega Douglas,punto,21.892975,-102.272399,"{""tipo"":""educativo""}"
Lic. Benito Juarez,punto,22.146218,-102.270915,"{""tipo"":""educativo""}"
Aquiles Serdan,punto,22.0782816,-102.2723684,"{""tipo"":""educativo""}"
Benito Juarez,punto,22.037222,-102.146944,"{""tipo"":""educativo""}"
Molino Gracias a Dios,punto,21.9258823,-102.4800991,"{""tipo"":""historico""}"
Parque Ambrosía,punto,21.8816975,-102.2247625,"{""tipo"":""recreativo""}"
"Etv, 22, Ignacio Manuel Altamirano",punto,22.119722,-102.3375,"{""tipo"":""educativo""}"
"Centro de Atencion Multiple, Xi",punto,22.149398,-102.415221,"{""tipo"":""educativo""}"
"Etv, 143, Luis Perez Chavez",punto,22.316389,-102.218611,"{""tipo"":""educativo""}"
Jardín Jose Martinez Pérez,punto,21.8815549,-102.2923715,"{""tipo"":""recreativo""}"
"Etv, 51, Brazo Y Cerebro",punto,21.911944,-102.128611,"{""tipo"":""educativo""}"
Centro Ecológico Los Cuartos,punto,21.9863134,-102.3316767,"{""tipo"":""recreativo""}"
Francisco Diaz de Leon,punto,22.2255105,-102.328547,"{""tipo"":""educativo""}"
Eduardo J. Correa,punto,21.895042,-102.261678,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Eduacion Regular, 34",punto,21.951944,-102.328889,"{""tipo"":""educativo""}"
Justo Sierra,punto,22.016944,-102.306667,"{""tipo"":""educativo""}"
Torre Vip,punto,21.9203592,-102.2924633,"{""tipo"":""historico""}"
Rufino Tamayo,punto,21.901717,-102.256942,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Eduacion Regular, 32",punto,22.22463,-102.326076,"{""tipo"":""educativo""}"
"Etv, 173, Jose Sixto Verduzco",punto,21.974722,-102.329722,"{""tipo"":""educativo""}"
Gral Alvaro Obregon,punto,22.2306038,-102.3232359,"{""tipo"":""recreativo""}"
Centro Ciencias Agropecuarias,punto,21.967279,-102.355888,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.951389,-102.186389,"{""tipo"":""educativo""}"
Mercado Jose Maria Morelos y Pavon,punto,21.8846105,-102.2958378,"{""tipo"":""comercial"",""horario"":""07:00-20:00""}"
Gimnasio Olímpico del IDEA,punto,21.8791316,-102.2681583,"{""tipo"":""recreativo""}"
Ni�os Heroes,punto,22.2392652,-102.2613944,"{""tipo"":""educativo""}"
Telebachillerato Cienega Grande,punto,22.192362,-102.020898,"{""tipo"":""educativo""}"
"Etv, 84, Abraham Lincoln",punto,22.065833,-102.176111,"{""tipo"":""educativo""}"
Colegio Bosques,punto,21.926381,-102.30483,"{""tipo"":""educativo""}"
C. A. M. Ii Maria Mercedes Brand Sanchez,punto,21.879509,-102.288886,"{""tipo"":""educativo""}"
Punto 45,punto,21.9212399,-102.2911584,"{""tipo"":""comercial""}"
Parque Villas de la Cantera,punto,21.8528397,-102.3347279,"{""tipo"":""recreativo""}"
Rosario castellanos,punto,21.9687933,-102.2963732,"{""tipo"":""educativo""}"
Parque Mexico,punto,21.9153943,-102.270016,"{""tipo"":""recreativo""}"
independencia,punto,21.8991656,-102.296198,"{""tipo"":""recreativo""}"
Bienvenidos a Rincon de Romos,punto,22.2234678,-102.318513,"{""tipo"":""historico""}"
Parque Ojocaliente II,punto,21.8815533,-102.2445886,"{""tipo"":""recreativo""}"
Jose Ma. Morelos,punto,22.387222,-102.323611,"{""tipo"":""educativo""}"
Ezequiel A. Chavez,punto,21.897535,-102.273212,"{""tipo"":""educativo""}"
Libreria Arco Iris,punto,21.8816274,-102.2938399,"{""tipo"":""cultural"",""horario"":""09:00+""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 11",punto,21.880669,-102.276795,"{""tipo"":""educativo""}"
Instituto Tecnologico de Aguascalientes,punto,21.879026,-102.262344,"{""tipo"":""educativo""}"
Escuela Normal Guadalupe Victoria,punto,21.876641,-102.26615,"{""tipo"":""educativo""}"
Plaza las Palmas,punto,21.9325433,-102.2825653,"{""tipo"":""comercial""}"
Primaria Conchos,punto,22.2336142,-102.3289943,"{""tipo"":""educativo""}"
Ford 57,punto,21.90869,-102.28408,"{""tipo"":""educativo""}"
Telebachillerato Paso Blanco,punto,21.973611,-102.316944,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 6",punto,21.8996968,-102.2949724,"{""tipo"":""educativo""}"
Escuela primaria Gustavo Díaz Ordaz,punto,22.2324677,-102.3182338,"{""tipo"":""educativo""}"
Educacion Media Superior a Distancia (Emsad) los Negritos,punto,21.8725,-102.3425,"{""tipo"":""educativo""}"
Francisco I. Madero,punto,22.1827766,-102.2454287,"{""tipo"":""educativo""}"
"Etv, 153, Cristobal Colon",punto,22.169444,-102.141944,"{""tipo"":""educativo""}"
Reforma,punto,21.899365,-102.295232,"{""tipo"":""educativo""}"
Monumento a Morelos,punto,21.8551595,-102.2593721,"{""tipo"":""historico""}"
Gabriel Fernandez Ledezma,punto,21.868457,-102.272919,"{""tipo"":""educativo""}"
Rancho El Jodido,punto,22.2388652,-102.3288504,"{""tipo"":""recreativo""}"
Antonio Ventura Medina,punto,22.143728,-102.416179,"{""tipo"":""educativo""}"
La Alameda,punto,22.2279693,-102.3299023,"{""tipo"":""recreativo""}"
Parque Los Angeles,punto,21.9560684,-102.2776576,"{""tipo"":""recreativo""}"
"Etv, 12, Convencion de 1914",punto,22.041667,-102.110833,"{""tipo"":""educativo""}"
Ruta De Hidalgo,punto,22.22938,-102.322686,"{""tipo"":""historico""}"
Centro Universitario Galilea,punto,21.89365,-102.261756,"{""tipo"":""educativo""}"
Centro de Atencion Multiple Iv,punto,21.893231,-102.260239,"{""tipo"":""educativo""}"
"Escuela Por Cooperacion America, A.C.",punto,21.87115,-102.282826,"{""tipo"":""educativo""}"
Parque Panorama,punto,21.8882596,-102.316039,"{""tipo"":""recreativo""}"
Colegio Nacional de Educacion Profesional Tecnica Plantel Aguascalientes I,punto,21.883918,-102.287985,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.911667,-102.054444,"{""tipo"":""educativo""}"
Instituto Tecnológico de Aguascalientes,punto,21.8756122,-102.2614332,"{""tipo"":""educativo""}"
"Etv, 67, Miguel Barragan",punto,21.92219,-102.336733,"{""tipo"":""educativo""}"
camellon verde,punto,22.1486808,-102.2760016,"{""tipo"":""recreativo""}"
Centro de Educacion Media,punto,21.899991,-102.295627,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 5, Genaro Reyna Soto",punto,21.8753365,-102.3000191,"{""tipo"":""educativo""}"
"Etv, 154, Mexico",punto,22.2025,-102.134444,"{""tipo"":""educativo""}"
Centro deportivo municipal FIdel Velazquez,punto,21.8921433,-102.2561482,"{""tipo"":""recreativo""}"
Gran Tenochtitlan,punto,21.856667,-102.2425,"{""tipo"":""educativo""}"
Mirador Santa Cruz,punto,22.231894,-102.3323903,"{""tipo"":""recreativo"",""horario"":""24/7""}"
Parque Lindavista,punto,21.8694,-102.2928683,"{""tipo"":""recreativo""}"
Lienzo Charro Solidaridad,punto,22.2244975,-102.3314935,"{""tipo"":""recreativo""}"
Juana de Asbaje,punto,21.931346,-102.252229,"{""tipo"":""educativo""}"
Alberto J. Pani,punto,21.868428,-102.278366,"{""tipo"":""educativo""}"
Primaria Juana De Asbaje,punto,21.9312619,-102.2518036,"{""tipo"":""educativo""}"
Fernando Montes de Oca,punto,21.901095,-102.309111,"{""tipo"":""educativo""}"
"Etv, 145, Jose Isabel Robles",punto,22.06,-102.276944,"{""tipo"":""educativo""}"
"Etv, 156, Jose Ma. Lopez de Nava",punto,22.196111,-102.256944,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2235031,-102.3170203,"{""tipo"":""recreativo""}"
Parque Pensadores Mexicanos,punto,21.9151579,-102.260656,"{""tipo"":""recreativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 48",punto,21.888755,-102.283926,"{""tipo"":""educativo""}"
Esteban S. Castorena,punto,22.387222,-102.256944,"{""tipo"":""educativo""}"
Canal,punto,21.9025668,-102.3134951,"{""tipo"":""recreativo""}"
Zona Recreativa,punto,21.8718995,-102.2717605,"{""tipo"":""recreativo""}"
"Colegio Independencia de Aguascalientes, A.C.",punto,21.909089,-102.308825,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2264698,-102.3211493,"{""tipo"":""recreativo""}"
Valentin Gomez Farias,punto,21.8847921,-102.3009664,"{""tipo"":""educativo""}"
Cuadro de Mesillas,punto,22.3154011,-102.1635451,"{""tipo"":""recreativo""}"
"Etv, 184, Martha Bernal Galvan",punto,21.951389,-102.153056,"{""tipo"":""educativo""}"
Cuitláhuac,punto,21.85696,-102.256262,"{""tipo"":""educativo""}"
Jardín Castillo Douglas,punto,21.8859775,-102.2903286,"{""tipo"":""recreativo""}"
Enrique M. Del Valle,punto,21.921944,-102.386111,"{""tipo"":""educativo""}"
Leona Vicario,punto,21.891944,-102.18,"{""tipo"":""educativo""}"
Deportivo Ferrocarrilero,punto,21.8845732,-102.2765795,"{""tipo"":""recreativo""}"
"Etv, 176, Hermanos Flores Magon",punto,22.2393348,-102.2614587,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2231903,-102.3282659,"{""tipo"":""recreativo""}"
Telebachillerato Jaltomate,punto,22.015278,-102.145833,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2231507,-102.3263819,"{""tipo"":""recreativo""}"
Benito Juarez,punto,22.194504,-102.021844,"{""tipo"":""educativo""}"
Plaza principal Jesus Maria,punto,21.9613757,-102.344216,"{""tipo"":""recreativo""}"
Escuela Secundaria Técnica 36,punto,21.9555847,-102.3299459,"{""tipo"":""educativo""}"
Parque Rodolfo Landeros,punto,21.8999713,-102.251045,"{""tipo"":""recreativo""}"
Vicenta Trujillo,punto,21.960278,-102.268889,"{""tipo"":""educativo""}"
Universidad de las Artes,punto,21.8895004,-102.2807986,"{""tipo"":""educativo""}"
Jose Maria Morelos,punto,22.082222,-102.091667,"{""tipo"":""educativo""}"
plaza Chicahuales,punto,21.962028,-102.3434397,"{""tipo"":""comercial""}"
"Colegio Valle de Filadelfia, A.C.",punto,21.919815,-102.310097,"{""tipo"":""educativo""}"
J. Refugio Miranda Aguayo,punto,22.066194,-102.264772,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 2",punto,21.888755,-102.283926,"{""tipo"":""educativo""}"
ICTEA Plantel Mirador de las Culturas II,punto,21.9100832,-102.2407611,"{""tipo"":""educativo""}"
J. Guadalupe Victoria,punto,22.040833,-102.205556,"{""tipo"":""educativo""}"
Isidro Salazar Morales,punto,21.868166,-102.238003,"{""tipo"":""educativo""}"
Alberto Del Valle,punto,21.983056,-102.304444,"{""tipo"":""educativo""}"
Benito Juarez,punto,21.887778,-102.108889,"{""tipo"":""educativo""}"
Centro Deportivo las Hadas,punto,21.9061046,-102.2853826,"{""tipo"":""recreativo""}"
Plaza del Mueble,punto,21.9562477,-102.3414911,"{""tipo"":""recreativo""}"
"Etv, 79, Margarita Maza de Juarez",punto,21.901944,-102.415,"{""tipo"":""educativo""}"
Canal,punto,21.9038187,-102.3005207,"{""tipo"":""recreativo""}"
"Etv, 83, Gabriela Mistral",punto,22.285833,-102.250833,"{""tipo"":""educativo""}"
Monumento a Las Madres,punto,21.8871522,-102.2964488,"{""tipo"":""historico""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 1",punto,21.872988,-102.29921,"{""tipo"":""educativo""}"
Parque Paseos,punto,21.9694126,-102.2984472,"{""tipo"":""recreativo""}"
Ford 119,punto,21.950813,-102.325716,"{""tipo"":""educativo""}"
"Etv, 164, Enrique Olivares Santana",punto,22.136389,-102.295833,"{""tipo"":""educativo""}"
Castelo San Francisco,punto,21.9736314,-102.266907,"{""tipo"":""historico""}"
"Escuela Primaria Guadalupe Victoria, Jesus Maria",punto,21.964774,-102.343484,"{""tipo"":""educativo""}"
Secundaria Gral. No. 10,punto,21.8503447,-102.3236045,"{""tipo"":""educativo""}"
Centro Regional de Educacion Normal de Aguascalientes,punto,21.8525698,-102.3169725,"{""tipo"":""educativo""}"
Iep 26 Dolores Jimenez Y Muro,punto,22.153541,-102.283761,"{""tipo"":""educativo""}"
Educacion Medio Superior a Distancia (Emsad) Ignacio Zaragoza,punto,21.880242,-102.4654144,"{""tipo"":""educativo""}"
Unidad Deportiva Jose Arteaga Campos,punto,21.9803148,-102.2477971,"{""tipo"":""recreativo""}"
Secundaria Técnica 39,punto,22.0257565,-102.2776997,"{""tipo"":""educativo""}"
Instituto Municipal de la Mujer,punto,21.8827518,-102.2937896,"{""tipo"":""educativo""}"
Plaza Fundadores,punto,21.8804188,-102.2944542,"{""tipo"":""recreativo""}"
Patio de las Jacarandas,punto,21.8802159,-102.2967163,"{""tipo"":""recreativo""}"
Instituto de Danza,punto,21.8828919,-102.2934722,"{""tipo"":""educativo""}"
Rafael Arellano Valle,punto,22.323333,-102.291944,"{""tipo"":""educativo""}"
Juan de la Barrera,punto,21.853259,-102.306531,"{""tipo"":""educativo""}"
Ignacio Allende,punto,22.177335,-102.337979,"{""tipo"":""educativo""}"
Escenario de la Misión,punto,21.9321829,-102.3177463,"{""tipo"":""cultural""}"
Santuario Boulder,punto,21.9023873,-102.3013733,"{""tipo"":""recreativo"",""horario"":""Mo-Fr 15:00-23:00; Sa 10:00-15:00""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 23",punto,21.880669,-102.276795,"{""tipo"":""educativo""}"
Plaza Sharazu,punto,21.8594601,-102.3163235,"{""tipo"":""comercial""}"
Escuela Primaria Lic. Francisco Primo Verdad,punto,21.8831029,-102.2930399,"{""tipo"":""educativo""}"
Telebachillerato San Jose de Gracia,punto,22.152936,-102.41509,"{""tipo"":""educativo""}"
Secundaria Comunitaria de CONAFE,punto,21.905,-102.457222,"{""tipo"":""educativo""}"
Instituto Anita Brenner,punto,21.882169,-102.300219,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.896667,-102.196944,"{""tipo"":""educativo""}"
